lable,text
4,"خوب بود . منوی صبحانه ضعیف بود . سرویس دهی خوب بود ، پیشنهاد می کنم"
4,-
4,از اقامت در این هتل راضی بودم
2,-عدم کاکرد کارت ورود به اتاق به تصور چک اوت در شب اول!!!! -ورود کارکنان هتل به اتاق در صبح روز بعد باز هم به تصور چک اوت!!!! -خرابی آسانسور در روز بعد. -صبحانه در حد سفره خانه های جاده ای! -فقط دسترسی ش خیلی خوبه!
5,"کلا"" هتل خوبی بود. اقامت خوبی داشتیم. چشم انداز به کوه، مجاورت به مرکز خرید لاله و برخورد پرسنل دارای جذابیت است. من این هتل را توصیه می کنم."
2,"اين هتل اصلا در حد انتظارمان نبود. امكانات کم بود. براي نفر اضافه در اتاق يك تخت تاشو، خراب به ما دادند و حتي تشك هم نداشت و حتي با پيگيري و اعتراض ما باز هم هيچ تغييري در وضعيت به وجود نيامد. غذاهاي رستوران ضعیف و سطح قيمت بالايي داشت. ضمنا صبحانه هتل بسيار معمولي"
2,"کارکنان بی حوصله و عدم توانایی در پاسخ دهی مناسب ، و سرویس دهی بد، مثلا عدم شارژ پذیرایی اتاق، و مثلا عدم امکان سرو صبحانه در اتاق، عدم وجود پارکینگ مناسب ، عدم رعایت بهداشت در تمام سطوح از در و دیوار و موکت ها تا فضای کلی هتل و اتاق ها ،"
3,نسبت به قيمت سایر هتل ها خيلي بهتر است
4,اتاقها خوب بود و کانکت چهار نفره مناسب بود . درخواست تغییر اتاق را که دادیم به بلافاصله موافقت و تغییر به سرع با همکاری کارکنان هتل انجام شد . تشکر میکنم از پذیرایی مناسب کارکنان هتل
4,"پذیرش بسیار مودب،صمیمی و همکاری لازم رو با ما که بچه کوچک داشتیم از نظر اندازه و موقعیت اتاق داشتن. ولی خانه داری ضعیف بود و در ۵ شب اقامت ما ۲ روز نظافت اتاق صورت گرفت که برای اینکار از مسول خانه داری هم بدقولی و بهانه واهی صورت میگرفت تا به مدیریت اطلاع داده شد . وضعیت پارکینگ بسیار بی نظم و تداخل بسیاری با دوسالن عروسی و مراسمی که در حیاط هتل بودند صورت میگرفت که تاکسی را به ماشین شخصی ترجیح میدادیم. لوازم و امکانات و سرویسهای بهداشتی هتل فرسوده و تعمیرات نگهداری بسیار ضعیفی داشتن."
3,قدیمی وبیشتر محل عروسی و جشن و کنگره
3,اتاق ها تميز و سرويس خوب بود-شام و صبحانه اصلان خوب نبود مثلا كشك بادمجونش فقط كشك خالي بود و فسنجونش سوخته بود...قيمت شام هم زیاد بود-دستشويي لابي از نظر نظافت خوب نبود. استخر اقايون عالي و بسيار تميز بود ولي استخر خانوم ها خوب نبود.
2,"صبحانه واقعا خوب نبود در اتاق ها انقدر سرو صدا بود كه ما چند بار تذكر داديم ولي هيچ كاري نكردن سروصداي زوزه باد تو اتاقها ، سروصداي تالار پايين فاجعه بود موقعيت و دسترسي خيلي بد بود"
2,"فاقد سرویس مناسب ,حتی درخواست یک چای کیسه ای رد شد ! غذای اتاق بقلی که سرو شده بود تا صبح تو راهرو مونده بود. در کل نسبت به پولی که پرداخت کردم رضایت نداشتم"
5,بطور کلی همه چیز خوب بود. موقعیت محلی و زیبایی ظاهری و لابی هتل خوب بود. اندازه اتاق و پاکیزگی و امکانات آن مناسب بود. رفتار و عملکرد پرسنل بسیار مودبانه و صمیمانه بود. سرو صبحانه هم در مقایسه با بسیاری از هتل های سایر شهرهای کشور قابل قبول بود.
3,متاسفانه از خدمات هتل راضی نبودم. بعنوان مثال در اطاق کمبوهایی بود که پس از تماسهای مکرر یکی یکی رفع میشد. مثلا در اطاق 3 تخته فقط یک حوله بود و مشکلاتی بسیار پیش پا افتاده از این دست.
4,رستوران و مابقی موارد خیلی عالی نیستن . ولی سرویس دهی هتل و اتاق ها مرتب و تمیز و نسبتا شیک . ولی هتل تمیز و مرتب و لابی بسیار بزرگ و چشمگیری دارد . با فرش دستباف بسیار بزرگی که توی لابی میبینید . جذاب هست
5,همه چيز عالي بود ولي متاسفانه در رستوران مبلغي معادل 27% بابت حق سرويس دريافت مي گرديد كه به نظر منصفانه نيست.
3,"هتل دارای لابی و فضای ورودی و نمای خوبی است ، سرو صبحانه مانند هتل های 4 ستاره متوسط بوده و سایز و ظاهر اتاق ها نیز مانند هتل های 4 ستاره است و عرض تخت ها نا مناسب است ."
4,جاداره صبحانه به عنوان هتل 5 ستاره خیلی بهتر از اینکه بود باشهبرخورد کارکنان بسیار محترمانه بود
4,رفتار کارکنان مناسب و خوب. صبحانه و محل سرو در حد انتظار نبود
3,در كل بد نبود
2,هتل از نظر کارکنان قسمت ورودی خوب بود ولی کارکنانا قسمت سرو صبحانه خوب نبود.صبحانه اصلا مناسب هتل نبود. مخصوصا سینی های پلاستیکی اصلا مناسب هتل نبود.
4,رستوران سرو صبحانه سرد بود.
4,"اتاق ها و سرویس دهی خوب بود، ولی تخت های اضافه نه. استخر تمیز و لابی قشنگی دارد. برخورد کارکنان معمولی.به نظر من صبحانه برای یک هتل ۵ ستاره میتوانست بهتر باشد؛ مثلا انواع نان ، انواع مغزها و مرباهای متنوع تر میتوانست اضافه شود."
4,همه چی خوب بود شاید در مقایسه با کشورهلی دیگر در حد ۴ ستاره بود ولی در کل خوب بود
4,بابت حق سرويس و ماليات در قسمت خدمات مختلف زياد دريافت ميكنند
4,خوب بود
5,وضعیت هتل خوب ومناسب بود اما انترنت کمی ضعیف بود ومرتب از دسترس خارج می شد. چنان چه برای مدیریت محترم هتل امکان پذیر باشد امکانات استقبال وبدرقه مهمانان هتل درفرودگاه فراهم ودرجابجایی مساعدت کند
